participant_id,fixation_id,x,y,preference
12,7,534.6,715.0,Caprice
12,8,1671.1,906.3,Caprice
12,9,1547.5,551.9,Caprice
13,1,1701.9,812.9,WaferRoll
13,2,1383.0,629.8,WaferRoll
13,3,1423.6,244.8,WaferRoll
13,4,1480.8,593.7,WaferRoll
13,5,630.2,681.5,WaferRoll
13,6,1702.1,925.2,WaferRoll
13,7,1707.9,841.9,WaferRoll
14,1,1444.6,298.8,WaferRoll
14,2,1670.6,874.5,WaferRoll
14,3,536.7,700.8,WaferRoll
14,4,489.1,162.2,WaferRoll
14,5,1641.1,733.5,WaferRoll
14,6,1534.6,575.3,WaferRoll
14,7,439.5,677.6,WaferRoll
14,8,1477.7,271.2,WaferRoll
15,1,1425.9,512.1,WaferRoll
15,2,506.7,694.3,WaferRoll
15,3,1713.5,876.9,WaferRoll
15,4,1629.7,754.4,WaferRoll
15,5,526.0,214.9,WaferRoll
15,6,393.3,200.8,WaferRoll
16,1,471.7,219.1,Caprice
16,2,1492.8,566.9,Caprice
16,3,427.9,721.4,Caprice
16,4,1521.9,689.4,Caprice
16,5,1823.6,806.5,Caprice
16,6,473.1,192.3,Caprice
16,7,487.9,249.4,Caprice
16,8,579.2,763.7,Caprice
17,1,1548.2,184.8,Caprice
17,2,431.0,234.2,Caprice
17,3,1520.9,704.1,Caprice
17,4,1500.7,250.7,Caprice
17,5,470.3,245.7,Caprice
17,6,1562.4,272.4,Caprice
17,7,1422.5,256.5,Caprice
17,8,509.0,237.4,Caprice
18,1,1540.0,271.6,Caprice
18,2,1496.8,142.8,Caprice
18,3,1329.3,523.8,Caprice
18,4,491.5,189.3,Caprice
18,5,531.7,213.1,Caprice
18,6,1529.9,630.4,Caprice
18,7,527.9,644.9,Caprice
18,8,1528.0,541.8,Caprice
18,9,475.5,750.8,Caprice
18,10,457.3,226.3,Caprice
19,1,457.5,760.8,WaferRoll
19,2,1452.1,632.2,WaferRoll
19,3,1608.2,833.8,WaferRoll
19,4,1550.6,641.6,WaferRoll
19,5,1496.6,247.9,WaferRoll
19,6,1577.9,684.0,WaferRoll
19,7,598.9,694.0,WaferRoll
19,8,1518.3,264.8,WaferRoll
20,1,1477.0,230.8,WaferRoll
20,2,1511.7,260.1,WaferRoll
20,3,500.2,216.9,WaferRoll
20,4,1550.8,548.3,WaferRoll
20,5,490.0,609.0,WaferRoll
20,6,458.7,702.9,WaferRoll
20,7,499.8,734.1,WaferRoll
21,1,557.0,584.1,WaferRoll
21,2,1569.2,822.2,WaferRoll
21,3,1587.5,669.4,WaferRoll
21,4,490.0,726.7,WaferRoll
21,5,1479.9,299.4,WaferRoll
21,6,1520.3,287.1,WaferRoll
21,7,578.4,738.4,WaferRoll
22,1,468.4,670.4,WaferRoll
22,2,1642.7,846.3,WaferRoll
22,3,1518.8,615.5,WaferRoll
22,4,1411.1,318.9,WaferRoll
22,5,1552.6,615.9,WaferRoll
22,6,1472.3,318.2,WaferRoll
22,7,1592.3,577.8,WaferRoll
22,8,421.8,245.9,WaferRoll
22,9,1525.7,600.2,WaferRoll
23,1,1645.2,833.6,Caprice
23,2,1620.5,236.5,Caprice
23,3,1714.6,810.9,Caprice
23,4,1533.4,615.5,Caprice
23,5,1453.1,532.8,Caprice
23,6,457.5,209.1,Caprice
23,7,1519.7,267.2,Caprice
23,8,1773.6,914.8,Caprice
23,9,1583.6,672.1,Caprice
24,1,1509.9,280.8,Caprice
24,2,562.0,625.4,Caprice
24,3,1601.7,652.0,Caprice
24,4,1515.1,552.4,Caprice
24,5,1706.1,824.7,Caprice
24,6,453.7,242.3,Caprice
25,1,436.3,221.7,Caprice
25,2,457.8,292.0,Caprice
25,3,459.0,156.6,Caprice
25,4,1515.5,575.7,Caprice
25,5,462.6,275.1,Caprice
25,6,522.2,695.1,Caprice
25,7,1624.5,494.0,Caprice
26,1,520.9,738.0,Caprice
26,2,452.7,265.7,Caprice
26,3,1540.1,658.1,Caprice
26,4,444.7,254.4,Caprice
26,5,520.1,781.0,Caprice
26,6,1614.9,748.8,Caprice
27,1,1475.8,567.0,Caprice
27,2,1629.1,589.4,Caprice
27,3,418.3,163.2,Caprice
27,4,460.1,695.3,Caprice
27,5,1488.1,617.4,Caprice
27,6,545.0,627.4,Caprice
27,7,1440.0,285.3,Caprice
27,8,408.1,218.9,Caprice
28,1,463.7,283.6,WaferRoll
28,2,1467.2,290.0,WaferRoll
28,3,637.6,632.5,WaferRoll
28,4,1611.7,557.1,WaferRoll
28,5,490.8,723.1,WaferRoll
28,6,440.7,206.4,WaferRoll
28,7,467.2,825.5,WaferRoll
28,8,573.2,673.1,WaferRoll
28,9,1657.2,660.9,WaferRoll
29,1,1420.2,313.0,Caprice
29,2,1601.0,630.5,Caprice
29,3,1645.9,851.4,Caprice
29,4,485.4,730.8,Caprice
29,5,1499.8,553.9,Caprice
29,6,1484.3,273.1,Caprice
29,7,1481.3,282.8,Caprice
29,8,613.1,770.2,Caprice
29,9,1564.2,238.8,Caprice
30,1,1507.3,519.6,Caprice
30,2,426.4,753.2,Caprice
30,3,1440.2,272.1,Caprice
30,4,1448.6,291.0,Caprice
30,5,624.4,673.5,Caprice
30,6,1535.4,649.8,Caprice
31,1,469.8,736.4,WaferRoll
31,2,1509.7,321.5,WaferRoll
31,3,1677.5,842.4,WaferRoll
31,4,1481.2,236.0,WaferRoll
31,5,1550.0,599.1,WaferRoll
31,6,1410.6,509.3,WaferRoll
31,7,1483.0,270.0,WaferRoll
31,8,518.6,810.2,WaferRoll
31,9,1488.5,242.4,WaferRoll
32,1,1492.9,293.8,WaferRoll
32,2,1660.3,750.6,WaferRoll
32,3,1482.7,176.6,WaferRoll
32,4,1571.5,597.4,WaferRoll
32,5,1640.2,894.0,WaferRoll
32,6,499.1,635.1,WaferRoll
32,7,1492.9,630.2,WaferRoll
32,8,630.2,688.8,WaferRoll
33,1,1488.2,582.0,Caprice
33,2,426.2,712.6,Caprice
33,3,1494.6,196.4,Caprice
33,4,503.4,164.3,Caprice
33,5,509.4,239.5,Caprice
33,6,1632.3,633.4,Caprice
33,7,1679.1,599.3,Caprice
33,8,1501.4,277.6,Caprice
33,9,1428.4,352.4,Caprice
33,10,437.0,262.1,Caprice
34,1,495.3,184.8,WaferRoll
34,2,502.5,297.0,WaferRoll
34,3,453.1,212.3,WaferRoll
34,4,1467.3,244.9,WaferRoll
34,5,392.0,260.2,WaferRoll
34,6,542.6,638.0,WaferRoll
34,7,526.1,263.6,WaferRoll
34,8,1575.6,630.2,WaferRoll
35,1,1560.6,618.9,Caprice
35,2,1788.4,893.6,Caprice
35,3,1464.1,253.4,Caprice
35,4,525.7,768.7,Caprice
35,5,485.1,197.9,Caprice
35,6,1788.6,787.4,Caprice
35,7,385.8,295.2,Caprice
36,1,1508.8,203.6,Caprice
36,2,500.6,688.8,Caprice
36,3,443.9,254.3,Caprice
36,4,1739.1,819.5,Caprice
36,5,494.9,822.6,Caprice
36,6,1599.4,678.4,Caprice
36,7,570.3,264.8,Caprice
36,8,1701.7,807.0,Caprice
36,9,1499.5,316.0,Caprice
36,10,1479.9,651.2,Caprice
37,1,457.8,197.5,WaferRoll
37,2,396.4,238.3,WaferRoll
37,3,1458.0,141.8,WaferRoll
37,4,1536.0,233.4,WaferRoll
37,5,407.4,280.4,WaferRoll
37,6,1546.0,726.3,WaferRoll
37,7,1464.7,236.3,WaferRoll
37,8,492.9,226.3,WaferRoll
37,9,1610.7,604.3,WaferRoll
37,10,1535.0,699.3,WaferRoll
38,1,1490.1,567.3,WaferRoll
38,2,1529.4,261.6,WaferRoll
38,3,1455.2,538.6,WaferRoll
38,4,1536.0,666.3,WaferRoll
38,5,1405.7,600.5,WaferRoll
38,6,645.8,619.9,WaferRoll
38,7,546.8,245.7,WaferRoll
39,1,1572.8,569.5,WaferRoll
39,2,437.6,718.1,WaferRoll
39,3,483.0,698.8,WaferRoll
39,4,1426.4,245.9,WaferRoll
39,5,1496.1,214.0,WaferRoll
39,6,1465.0,581.7,WaferRoll
39,7,599.5,718.2,WaferRoll
40,1,393.6,697.6,Caprice
40,2,527.9,703.7,Caprice
40,3,1524.8,180.1,Caprice
40,4,532.6,660.7,Caprice
40,5,1464.2,182.6,Caprice
40,6,1535.0,806.0,Caprice
40,7,1674.5,884.7,Caprice
40,8,462.3,155.3,Caprice
41,1,1529.1,213.4,Caprice
41,2,426.8,256.2,Caprice
41,3,1478.8,685.8,Caprice
41,4,1750.4,834.2,Caprice
41,5,601.8,687.0,Caprice
41,6,471.8,730.3,Caprice
41,7,399.5,204.6,Caprice
41,8,1678.1,737.4,Caprice
42,1,566.3,744.5,WaferRoll
42,2,496.5,707.7,WaferRoll
42,3,1466.9,563.0,WaferRoll
42,4,450.2,708.9,WaferRoll
42,5,1400.6,261.0,WaferRoll
42,6,1548.8,609.4,WaferRoll
42,7,1460.6,611.5,WaferRoll
42,8,1369.3,273.8,WaferRoll
43,1,1491.3,604.0,Caprice
43,2,1401.1,657.1,Caprice
43,3,492.7,623.7,Caprice
43,4,1520.4,573.5,Caprice
43,5,1727.2,839.3,Caprice
43,6,1794.7,755.9,Caprice
43,7,1592.3,673.2,Caprice
44,1,601.5,727.9,Caprice
44,2,1518.0,590.8,Caprice
44,3,504.9,697.7,Caprice
44,4,439.5,248.6,Caprice
44,5,413.4,717.8,Caprice
44,6,496.0,231.6,Caprice
44,7,1594.7,619.6,Caprice
45,1,542.5,759.3,WaferRoll
45,2,470.2,708.0,WaferRoll
45,3,482.7,268.0,WaferRoll
45,4,1583.6,610.4,WaferRoll
45,5,1406.4,280.1,WaferRoll
45,6,1504.7,642.4,WaferRoll
45,7,523.2,693.4,WaferRoll
45,8,1471.1,232.2,WaferRoll
45,9,1776.4,852.2,WaferRoll
46,1,1401.6,275.5,WaferRoll
46,2,1745.1,827.7,WaferRoll
46,3,1634.0,813.8,WaferRoll
46,4,1539.6,232.2,WaferRoll
46,5,1480.1,271.3,WaferRoll
46,6,1525.1,530.1,WaferRoll
46,7,1727.0,806.4,WaferRoll
46,8,579.3,720.0,WaferRoll
46,9,1514.6,535.0,WaferRoll
46,10,1500.4,671.4,WaferRoll
47,1,1543.6,602.9,Caprice
47,2,1667.9,725.6,Caprice
47,3,1500.7,547.5,Caprice
47,4,1456.7,355.0,Caprice
47,5,532.2,638.0,Caprice
47,6,1537.8,493.7,Caprice
47,7,1575.1,241.9,Caprice
47,8,1586.4,601.8,Caprice
48,1,558.5,693.8,WaferRoll
48,2,1707.6,785.0,WaferRoll
48,3,556.4,626.4,WaferRoll
48,4,407.1,206.8,WaferRoll
48,5,1767.6,825.9,WaferRoll
48,6,1500.9,613.7,WaferRoll
49,1,1518.2,537.9,WaferRoll
49,2,1525.7,205.3,WaferRoll
49,3,433.1,233.9,WaferRoll
49,4,536.5,247.7,WaferRoll
49,5,560.3,657.4,WaferRoll
49,6,484.1,212.8,WaferRoll
50,1,1496.0,577.2,Caprice
50,2,1535.0,285.2,Caprice
50,3,1654.7,558.5,Caprice
50,4,417.1,202.8,Caprice
50,5,1471.9,557.4,Caprice
50,6,1419.2,293.7,Caprice
50,7,1620.5,241.9,Caprice
50,8,1458.8,695.3,Caprice
50,9,1494.8,206.1,Caprice
51,1,1574.5,614.8,WaferRoll
51,2,1430.8,287.5,WaferRoll
51,3,1535.5,196.3,WaferRoll
51,4,580.9,608.8,WaferRoll
51,5,482.3,219.5,WaferRoll
51,6,1512.1,593.6,WaferRoll
51,7,444.6,214.5,WaferRoll
51,8,1554.3,594.8,WaferRoll
51,9,1484.6,183.2,WaferRoll
51,10,1700.0,822.4,WaferRoll
52,1,1581.6,836.4,WaferRoll
52,2,530.2,674.6,WaferRoll
52,3,1756.0,849.0,WaferRoll
52,4,1414.1,648.5,WaferRoll
52,5,558.7,651.6,WaferRoll
52,6,571.6,785.7,WaferRoll
52,7,1686.4,864.8,WaferRoll
52,8,453.0,722.8,WaferRoll
53,1,1515.8,683.9,Caprice
53,2,484.8,700.6,Caprice
53,3,430.2,627.9,Caprice
53,4,522.0,638.5,Caprice
53,5,499.8,207.5,Caprice
53,6,1513.5,643.6,Caprice
54,1,1471.6,301.7,Caprice
54,2,407.1,252.9,Caprice
54,3,1550.6,301.0,Caprice
54,4,1709.4,807.5,Caprice
54,5,1677.8,834.1,Caprice
54,6,486.3,666.1,Caprice
54,7,1426.8,186.9,Caprice
54,8,628.5,778.4,Caprice
55,1,492.6,705.6,Caprice
55,2,1493.3,217.5,Caprice
55,3,1444.1,637.1,Caprice
55,4,434.8,190.2,Caprice
55,5,504.0,668.0,Caprice
55,6,1502.7,242.0,Caprice
55,7,1499.5,663.6,Caprice
55,8,1692.2,857.1,Caprice
55,9,1701.9,828.8,Caprice
56,1,1653.2,850.6,WaferRoll
56,2,338.7,271.7,WaferRoll
56,3,1449.2,301.0,WaferRoll
56,4,404.0,191.7,WaferRoll
56,5,1424.3,666.4,WaferRoll
56,6,1420.4,236.7,WaferRoll
56,7,1577.6,646.6,WaferRoll
57,1,1777.6,739.0,Caprice
57,2,1528.2,551.9,Caprice
57,3,471.9,629.9,Caprice
57,4,446.3,580.1,Caprice
57,5,388.9,203.7,Caprice
57,6,467.7,810.1,Caprice
57,7,1543.5,521.2,Caprice
58,1,1428.8,296.3,WaferRoll
58,2,1682.8,784.8,WaferRoll
58,3,1661.6,803.7,WaferRoll
58,4,437.0,247.0,WaferRoll
58,5,514.7,676.3,WaferRoll
58,6,1468.2,247.7,WaferRoll
58,7,546.3,183.1,WaferRoll
59,1,540.9,247.1,Caprice
59,2,486.4,701.7,Caprice
59,3,1440.7,248.4,Caprice
59,4,1441.6,227.7,Caprice
59,5,487.6,249.1,Caprice
59,6,513.4,233.1,Caprice
59,7,538.2,695.0,Caprice
60,1,1672.9,780.0,WaferRoll
60,2,1492.6,203.8,WaferRoll
60,3,1694.3,753.3,WaferRoll
60,4,1564.4,546.8,WaferRoll
60,5,1739.5,819.4,WaferRoll
60,6,1709.6,818.3,WaferRoll
60,7,496.2,246.7,WaferRoll
60,8,1440.5,265.2,WaferRoll
60,9,1413.3,201.1,WaferRoll
61,1,491.3,772.0,WaferRoll
61,2,559.6,678.2,WaferRoll
61,3,564.2,674.6,WaferRoll
61,4,460.4,716.2,WaferRoll
61,5,559.6,805.4,WaferRoll
61,6,1411.0,220.2,WaferRoll
62,1,526.1,638.2,WaferRoll
62,2,414.9,270.6,WaferRoll
62,3,542.0,732.1,WaferRoll
62,4,1591.4,783.8,WaferRoll
62,5,1450.4,696.1,WaferRoll
62,6,487.1,219.2,WaferRoll
62,7,513.4,228.9,WaferRoll
63,1,406.7,160.8,Caprice
63,2,523.4,629.3,Caprice
63,3,523.2,581.4,Caprice
63,4,544.4,721.3,Caprice
63,5,529.5,756.2,Caprice
63,6,1694.3,791.9,Caprice
64,1,1540.7,641.5,Caprice
64,2,1749.1,825.7,Caprice
64,3,1577.9,569.8,Caprice
64,4,539.5,239.0,Caprice
64,5,437.9,257.0,Caprice
64,6,1501.8,680.0,Caprice
64,7,1486.1,620.6,Caprice
64,8,1504.8,296.4,Caprice
64,9,549.4,685.7,Caprice
64,10,1706.5,832.9,Caprice
65,1,1439.5,262.7,Caprice
65,2,1489.7,348.3,Caprice
65,3,1501.1,302.7,Caprice
65,4,660.3,679.2,Caprice
65,5,1652.1,798.9,Caprice
65,6,1522.3,272.8,Caprice
65,7,1475.3,246.7,Caprice
65,8,487.7,204.8,Caprice
65,9,427.6,262.8,Caprice
65,10,475.7,227.8,Caprice
66,1,421.6,237.9,WaferRoll
66,2,540.0,655.5,WaferRoll
66,3,1489.1,583.9,WaferRoll
66,4,528.6,252.2,WaferRoll
66,5,1774.8,988.8,WaferRoll
66,6,1655.7,783.0,WaferRoll
66,7,455.3,683.5,WaferRoll
66,8,540.1,702.8,WaferRoll
67,1,453.2,304.2,Caprice
67,2,1427.6,559.9,Caprice
67,3,1531.0,603.9,Caprice
67,4,640.7,730.2,Caprice
67,5,464.1,645.0,Caprice
67,6,530.4,597.9,Caprice
67,7,520.8,688.2,Caprice
67,8,487.6,690.3,Caprice
68,1,1534.0,248.2,Caprice
68,2,1726.3,856.7,Caprice
68,3,1519.5,299.2,Caprice
68,4,1568.9,225.3,Caprice
68,5,470.5,226.6,Caprice
68,6,1448.3,614.6,Caprice
68,7,1484.3,228.2,Caprice
68,8,1542.9,617.5,Caprice
68,9,651.2,715.3,Caprice
69,1,615.0,649.2,Caprice
69,2,468.2,226.8,Caprice
69,3,501.7,767.6,Caprice
69,4,1453.3,657.1,Caprice
69,5,482.8,613.0,Caprice
69,6,467.5,270.8,Caprice
69,7,1694.9,860.5,Caprice
69,8,1531.7,212.7,Caprice
70,1,1534.2,282.0,Caprice
70,2,1652.9,828.3,Caprice
70,3,548.7,743.4,Caprice
70,4,460.4,165.4,Caprice
70,5,1725.0,754.6,Caprice
70,6,1525.4,265.1,Caprice
70,7,1623.3,933.2,Caprice
70,8,1380.8,309.4,Caprice
71,1,490.6,242.7,WaferRoll
71,2,1655.3,658.6,WaferRoll
71,3,490.1,270.0,WaferRoll
71,4,1506.5,668.2,WaferRoll
71,5,585.8,203.7,WaferRoll
71,6,456.2,212.8,WaferRoll
72,1,493.9,720.3,WaferRoll
72,2,1636.4,610.7,WaferRoll
72,3,1715.7,869.6,WaferRoll
72,4,531.6,232.0,WaferRoll
72,5,1550.1,595.6,WaferRoll
72,6,1591.7,249.2,WaferRoll
72,7,1542.9,305.6,WaferRoll
73,1,370.1,281.4,Caprice
73,2,515.0,198.4,Caprice
73,3,535.6,698.2,Caprice
73,4,473.8,326.9,Caprice
73,5,517.2,259.5,Caprice
73,6,1470.5,177.8,Caprice
73,7,506.5,196.1,Caprice
73,8,478.5,782.6,Caprice
73,9,1512.6,284.9,Caprice
74,1,1628.9,688.8,WaferRoll
74,2,1496.2,308.4,WaferRoll
74,3,1794.2,760.1,WaferRoll
74,4,1504.0,361.3,WaferRoll
74,5,520.4,216.4,WaferRoll
74,6,505.5,191.5,WaferRoll
74,7,513.1,787.6,WaferRoll
75,1,438.5,231.5,WaferRoll
75,2,1514.9,649.5,WaferRoll
75,3,1454.1,287.4,WaferRoll
75,4,1603.5,860.1,WaferRoll
75,5,1477.8,181.6,WaferRoll
75,6,395.3,240.8,WaferRoll
76,1,1457.9,252.7,Caprice
76,2,1509.4,242.2,Caprice
76,3,1545.5,575.1,Caprice
76,4,1561.7,566.7,Caprice
76,5,483.1,217.6,Caprice
76,6,1667.9,765.9,Caprice
76,7,1394.9,202.3,Caprice
76,8,1604.6,572.8,Caprice
76,9,557.0,572.0,Caprice
76,10,1514.6,687.5,Caprice
77,1,646.4,668.3,Caprice
77,2,1571.1,199.1,Caprice
77,3,458.9,705.6,Caprice
77,4,1477.3,560.8,Caprice
77,5,1529.8,254.8,Caprice
77,6,1734.3,761.7,Caprice
77,7,569.2,843.2,Caprice
78,1,1572.3,651.0,Caprice
78,2,495.8,729.8,Caprice
78,3,1675.4,825.4,Caprice
78,4,1449.8,186.3,Caprice
78,5,413.3,184.0,Caprice
78,6,416.5,205.4,Caprice
79,1,1513.1,260.6,Caprice
79,2,1674.0,839.7,Caprice
79,3,1645.5,822.2,Caprice
79,4,1541.6,648.1,Caprice
79,5,551.7,199.2,Caprice
79,6,1528.0,605.0,Caprice
79,7,1485.4,293.9,Caprice
79,8,519.9,744.8,Caprice
79,9,504.5,203.3,Caprice
79,10,1590.5,255.1,Caprice
80,1,593.9,730.4,WaferRoll
80,2,580.5,726.6,WaferRoll
80,3,1526.0,320.9,WaferRoll
80,4,1525.3,247.7,WaferRoll
80,5,546.8,237.6,WaferRoll
80,6,1707.4,784.8,WaferRoll
80,7,1609.0,637.8,WaferRoll
81,1,1518.2,520.0,WaferRoll
81,2,500.7,227.5,WaferRoll
81,3,1534.1,238.3,WaferRoll
81,4,1507.1,269.8,WaferRoll
81,5,1689.5,882.7,WaferRoll
81,6,1602.7,856.9,WaferRoll
82,1,1724.5,800.8,WaferRoll
82,2,1477.7,240.5,WaferRoll
82,3,560.9,169.3,WaferRoll
82,4,1437.6,604.6,WaferRoll
82,5,1415.3,629.5,WaferRoll
82,6,394.0,746.2,WaferRoll
82,7,1612.0,627.9,WaferRoll
82,8,1779.7,920.9,WaferRoll
82,9,1643.5,832.1,WaferRoll
83,1,656.4,735.2,Caprice
83,2,1489.1,257.1,Caprice
83,3,1439.2,221.4,Caprice
83,4,602.3,645.5,Caprice
83,5,1525.2,627.0,Caprice
83,6,1584.7,614.1,Caprice
83,7,1547.0,641.2,Caprice
83,8,1648.7,633.5,Caprice
83,9,1441.5,568.9,Caprice
84,1,405.2,757.1,WaferRoll
84,2,604.7,695.2,WaferRoll
84,3,590.7,650.6,WaferRoll
84,4,1519.2,651.4,WaferRoll
84,5,1396.6,292.9,WaferRoll
84,6,1460.4,185.7,WaferRoll
84,7,1479.6,297.2,WaferRoll
84,8,1621.2,575.8,WaferRoll
85,1,445.2,224.6,WaferRoll
85,2,1610.6,569.2,WaferRoll
85,3,525.4,645.8,WaferRoll
85,4,520.3,762.7,WaferRoll
85,5,1741.3,892.4,WaferRoll
85,6,460.4,253.3,WaferRoll
85,7,1562.4,605.6,WaferRoll
85,8,1477.4,682.4,WaferRoll
85,9,1798.4,789.2,WaferRoll
86,1,1636.6,706.1,WaferRoll
86,2,1484.5,609.0,WaferRoll
86,3,1716.1,763.0,WaferRoll
86,4,1502.5,219.7,WaferRoll
86,5,1462.6,202.8,WaferRoll
86,6,1536.5,590.0,WaferRoll
86,7,1698.8,780.7,WaferRoll
86,8,1551.8,241.4,WaferRoll
86,9,1468.0,274.6,WaferRoll
86,10,1558.0,521.3,WaferRoll
87,1,1584.8,575.5,Caprice
87,2,528.5,603.4,Caprice
87,3,527.9,163.2,Caprice
87,4,1473.2,606.8,Caprice
87,5,1607.0,657.7,Caprice
87,6,1538.0,629.7,Caprice
87,7,1751.4,753.3,Caprice
88,1,1712.7,809.4,Caprice
88,2,1372.6,625.1,Caprice
88,3,1527.2,645.3,Caprice
88,4,1467.3,602.9,Caprice
88,5,1485.7,266.5,Caprice
88,6,421.1,236.1,Caprice
88,7,415.9,709.9,Caprice
88,8,1509.6,564.8,Caprice
88,9,630.5,630.5,Caprice
88,10,1458.4,696.4,Caprice
89,1,463.3,687.1,WaferRoll
89,2,1783.5,768.8,WaferRoll
89,3,1438.4,188.9,WaferRoll
89,4,589.6,757.5,WaferRoll
89,5,462.5,256.2,WaferRoll
89,6,452.3,173.3,WaferRoll
90,1,1420.1,285.6,Caprice
90,2,565.0,748.0,Caprice
90,3,1603.0,788.0,Caprice
90,4,1452.9,232.2,Caprice
90,5,1626.4,651.3,Caprice
90,6,1528.4,283.1,Caprice
90,7,1521.0,588.6,Caprice
90,8,553.4,674.5,Caprice
91,1,480.3,727.6,Caprice
91,2,543.1,705.2,Caprice
91,3,516.6,668.3,Caprice
91,4,1611.4,604.6,Caprice
91,5,1669.0,886.0,Caprice
91,6,1498.5,638.0,Caprice
91,7,1508.7,234.3,Caprice
92,1,509.3,195.6,Caprice
92,2,1706.5,923.6,Caprice
92,3,1493.9,205.0,Caprice
92,4,498.1,676.9,Caprice
92,5,1480.4,238.6,Caprice
92,6,505.1,256.4,Caprice
92,7,1403.0,272.0,Caprice
92,8,1638.1,820.6,Caprice
93,1,1396.8,359.8,WaferRoll
93,2,514.1,264.0,WaferRoll
93,3,1557.1,604.6,WaferRoll
93,4,1713.8,891.8,WaferRoll
93,5,509.9,760.3,WaferRoll
93,6,502.9,206.7,WaferRoll
94,1,442.1,257.5,WaferRoll
94,2,1472.2,317.2,WaferRoll
94,3,1543.4,568.9,WaferRoll
94,4,1696.3,827.6,WaferRoll
94,5,1481.1,536.6,WaferRoll
94,6,1486.9,763.0,WaferRoll
95,1,611.8,703.6,WaferRoll
95,2,1428.6,576.1,WaferRoll
95,3,384.7,234.1,WaferRoll
95,4,1620.7,787.8,WaferRoll
95,5,487.8,240.7,WaferRoll
95,6,565.1,762.7,WaferRoll
95,7,1718.2,850.7,WaferRoll
