participant_id,fixation_id,x,y,preference
13,5,231.2,764.1,WaferRoll
13,6,1555.3,359.6,WaferRoll
13,7,637.9,65.2,WaferRoll
14,1,625.8,450.6,Caprice
14,2,531.8,336.1,Caprice
14,3,685.6,795.2,Caprice
14,4,449.8,753.9,Caprice
14,5,460.5,392.4,Caprice
14,6,1312.8,321.4,Caprice
14,7,1700.7,292.1,Caprice
15,1,710.0,460.6,Caprice
15,2,1708.8,292.6,Caprice
15,3,381.7,695.1,Caprice
15,4,677.2,954.5,Caprice
15,5,1432.7,684.7,Caprice
15,6,1597.9,820.5,Caprice
15,7,1868.6,576.9,Caprice
16,1,1482.8,390.7,WaferRoll
16,2,1686.9,106.7,WaferRoll
16,3,1634.6,721.0,WaferRoll
16,4,1713.2,567.0,WaferRoll
16,5,444.1,393.4,WaferRoll
16,6,519.1,431.4,WaferRoll
17,1,1572.6,218.5,WaferRoll
17,2,530.9,730.2,WaferRoll
17,3,1410.9,534.3,WaferRoll
17,4,1495.0,702.3,WaferRoll
17,5,1393.8,248.4,WaferRoll
17,6,408.5,465.6,WaferRoll
17,7,373.6,954.7,WaferRoll
17,8,1347.5,384.7,WaferRoll
17,9,1953.1,512.7,WaferRoll
17,10,1566.4,628.0,WaferRoll
18,1,558.5,425.4,WaferRoll
18,2,262.5,811.2,WaferRoll
18,3,1329.1,335.1,WaferRoll
18,4,1442.1,795.2,WaferRoll
18,5,1205.9,632.6,WaferRoll
18,6,595.0,847.9,WaferRoll
18,7,1344.5,377.2,WaferRoll
18,8,499.6,701.2,WaferRoll
18,9,271.4,347.3,WaferRoll
18,10,954.2,360.6,WaferRoll
19,1,181.5,250.8,Caprice
19,2,470.3,264.3,Caprice
19,3,489.2,310.8,Caprice
19,4,428.7,532.8,Caprice
19,5,1491.1,839.4,Caprice
19,6,460.8,414.1,Caprice
19,7,1672.6,687.4,Caprice
19,8,1752.1,764.3,Caprice
19,9,1649.4,351.0,Caprice
20,1,1254.0,69.6,WaferRoll
20,2,584.9,410.9,WaferRoll
20,3,352.6,298.7,WaferRoll
20,4,591.9,691.6,WaferRoll
20,5,1497.8,759.6,WaferRoll
20,6,634.2,789.9,WaferRoll
20,7,1561.2,310.6,WaferRoll
20,8,572.1,346.4,WaferRoll
20,9,470.8,368.4,WaferRoll
20,10,1526.4,432.5,WaferRoll
21,1,522.7,740.2,WaferRoll
21,2,501.5,655.5,WaferRoll
21,3,1444.2,823.2,WaferRoll
21,4,420.2,836.1,WaferRoll
21,5,521.0,659.0,WaferRoll
21,6,653.8,226.3,WaferRoll
22,1,562.8,821.6,WaferRoll
22,2,1372.9,281.0,WaferRoll
22,3,546.3,858.2,WaferRoll
22,4,430.6,584.5,WaferRoll
22,5,552.3,634.6,WaferRoll
22,6,1495.6,245.6,WaferRoll
22,7,623.0,467.0,WaferRoll
22,8,293.7,57.7,WaferRoll
22,9,1400.0,415.4,WaferRoll
23,1,1622.2,676.6,WaferRoll
23,2,643.8,892.5,WaferRoll
23,3,441.7,289.9,WaferRoll
23,4,595.8,702.1,WaferRoll
23,5,1404.1,194.3,WaferRoll
23,6,1104.6,74.4,WaferRoll
24,1,1789.3,237.4,Caprice
24,2,1334.4,307.0,Caprice
24,3,1542.7,785.3,Caprice
24,4,1403.1,433.3,Caprice
24,5,1411.4,748.2,Caprice
24,6,463.8,211.5,Caprice
25,1,610.6,462.2,Caprice
25,2,1451.7,673.2,Caprice
25,3,1646.1,600.1,Caprice
25,4,1215.4,784.9,Caprice
25,5,1400.0,393.5,Caprice
25,6,1195.9,244.5,Caprice
25,7,558.2,730.8,Caprice
25,8,1549.8,732.9,Caprice
26,1,484.9,430.9,Caprice
26,2,904.8,375.5,Caprice
26,3,538.6,670.4,Caprice
26,4,774.2,153.2,Caprice
26,5,1397.1,264.8,Caprice
26,6,1395.7,523.0,Caprice
26,7,1251.6,193.3,Caprice
26,8,1795.1,552.0,Caprice
26,9,1156.4,568.8,Caprice
26,10,1431.6,605.2,Caprice
27,1,1626.2,437.8,WaferRoll
27,2,1494.3,716.6,WaferRoll
27,3,1657.5,753.6,WaferRoll
27,4,966.8,45.4,WaferRoll
27,5,249.6,355.0,WaferRoll
27,6,1443.7,768.4,WaferRoll
27,7,510.5,384.5,WaferRoll
27,8,652.7,736.0,WaferRoll
27,9,449.8,221.5,WaferRoll
27,10,1726.0,524.9,WaferRoll
28,1,670.7,283.3,Caprice
28,2,1774.7,341.5,Caprice
28,3,549.1,689.2,Caprice
28,4,1625.5,691.9,Caprice
28,5,1161.7,962.3,Caprice
28,6,600.9,619.4,Caprice
28,7,1477.3,376.0,Caprice
28,8,192.7,151.7,Caprice
28,9,568.0,76.0,Caprice
28,10,396.0,495.5,Caprice
29,1,526.7,999.0,Caprice
29,2,1353.5,694.1,Caprice
29,3,1375.6,464.1,Caprice
29,4,1424.2,266.7,Caprice
29,5,1289.1,530.2,Caprice
29,6,1613.5,653.3,Caprice
30,1,1599.7,338.1,WaferRoll
30,2,370.7,698.3,WaferRoll
30,3,1768.3,507.6,WaferRoll
30,4,1401.8,855.1,WaferRoll
30,5,1483.1,598.0,WaferRoll
30,6,655.0,700.6,WaferRoll
30,7,1340.2,240.6,WaferRoll
31,1,224.0,446.2,Caprice
31,2,527.5,384.0,Caprice
31,3,1389.0,755.4,Caprice
31,4,1610.2,712.2,Caprice
31,5,1450.3,875.9,Caprice
31,6,616.7,989.1,Caprice
31,7,418.2,708.2,Caprice
31,8,568.7,390.2,Caprice
31,9,726.4,506.4,Caprice
31,10,1592.2,371.6,Caprice
32,1,403.3,718.2,WaferRoll
32,2,495.8,625.5,WaferRoll
32,3,527.5,505.4,WaferRoll
32,4,1270.4,219.9,WaferRoll
32,5,435.7,685.4,WaferRoll
32,6,1459.6,672.8,WaferRoll
32,7,1664.3,809.4,WaferRoll
32,8,346.1,380.3,WaferRoll
32,9,560.9,834.7,WaferRoll
33,1,684.1,807.9,WaferRoll
33,2,1368.5,91.4,WaferRoll
33,3,1578.0,503.5,WaferRoll
33,4,1512.1,332.9,WaferRoll
33,5,1516.1,299.5,WaferRoll
33,6,1402.8,16.9,WaferRoll
33,7,520.7,234.3,WaferRoll
33,8,443.2,691.3,WaferRoll
33,9,1397.8,162.7,WaferRoll
33,10,568.4,523.8,WaferRoll
34,1,1453.2,382.8,Caprice
34,2,1421.7,984.1,Caprice
34,3,1381.7,57.4,Caprice
34,4,1681.9,773.6,Caprice
34,5,1556.6,118.8,Caprice
34,6,1936.5,373.1,Caprice
34,7,1380.1,194.3,Caprice
34,8,1257.0,465.1,Caprice
35,1,440.9,820.4,WaferRoll
35,2,527.3,752.2,WaferRoll
35,3,1487.7,306.2,WaferRoll
35,4,1447.6,743.0,WaferRoll
35,5,553.9,181.8,WaferRoll
35,6,1602.3,766.1,WaferRoll
36,1,1511.8,331.4,Caprice
36,2,1555.0,305.1,Caprice
36,3,646.8,738.3,Caprice
36,4,1508.4,623.7,Caprice
36,5,508.5,222.9,Caprice
36,6,488.7,571.5,Caprice
36,7,1663.6,360.3,Caprice
36,8,1317.3,537.2,Caprice
36,9,1472.2,659.7,Caprice
36,10,524.3,269.3,Caprice
37,1,1455.5,550.3,Caprice
37,2,1612.7,330.4,Caprice
37,3,1302.7,286.4,Caprice
37,4,503.5,772.9,Caprice
37,5,1433.3,377.0,Caprice
37,6,426.5,429.3,Caprice
37,7,495.2,711.2,Caprice
38,1,1554.5,735.8,Caprice
38,2,1608.9,419.8,Caprice
38,3,1527.1,280.7,Caprice
38,4,1797.2,225.0,Caprice
38,5,532.9,839.2,Caprice
38,6,483.5,903.6,Caprice
38,7,77.2,675.1,Caprice
39,1,1574.0,459.9,WaferRoll
39,2,1319.1,448.8,WaferRoll
39,3,1347.6,423.2,WaferRoll
39,4,1645.3,833.2,WaferRoll
39,5,598.2,283.3,WaferRoll
39,6,361.4,537.5,WaferRoll
40,1,1364.2,403.0,WaferRoll
40,2,1572.6,719.7,WaferRoll
40,3,1617.9,305.6,WaferRoll
40,4,1470.5,76.9,WaferRoll
40,5,506.4,144.7,WaferRoll
40,6,565.2,374.2,WaferRoll
40,7,1352.3,103.4,WaferRoll
40,8,1659.6,489.3,WaferRoll
40,9,1697.0,445.1,WaferRoll
41,1,573.2,0.0,WaferRoll
41,2,1443.2,932.4,WaferRoll
41,3,1269.4,335.5,WaferRoll
41,4,610.6,212.0,WaferRoll
41,5,278.9,325.1,WaferRoll
41,6,395.5,373.8,WaferRoll
41,7,1456.5,690.2,WaferRoll
41,8,1963.3,666.4,WaferRoll
41,9,512.3,718.6,WaferRoll
42,1,315.1,298.4,WaferRoll
42,2,1722.2,443.5,WaferRoll
42,3,596.4,316.3,WaferRoll
42,4,1519.8,744.3,WaferRoll
42,5,1243.0,204.3,WaferRoll
42,6,1437.9,294.9,WaferRoll
42,7,645.6,442.1,WaferRoll
43,1,1572.9,227.5,WaferRoll
43,2,522.1,970.0,WaferRoll
43,3,421.7,256.5,WaferRoll
43,4,334.6,971.5,WaferRoll
43,5,1508.7,649.1,WaferRoll
43,6,431.2,183.0,WaferRoll
44,1,539.5,313.8,Caprice
44,2,334.6,775.0,Caprice
44,3,1573.7,823.5,Caprice
44,4,1500.5,534.2,Caprice
44,5,1475.7,764.2,Caprice
44,6,399.8,733.4,Caprice
44,7,1474.5,706.4,Caprice
44,8,1652.2,938.3,Caprice
44,9,1327.8,762.0,Caprice
45,1,1468.9,844.3,Caprice
45,2,1492.4,578.9,Caprice
45,3,454.6,150.1,Caprice
45,4,1888.8,409.5,Caprice
45,5,473.5,566.8,Caprice
45,6,430.1,345.9,Caprice
45,7,515.2,553.9,Caprice
45,8,1446.8,384.4,Caprice
45,9,1421.3,248.7,Caprice
46,1,434.3,409.2,WaferRoll
46,2,1000.3,333.9,WaferRoll
46,3,440.0,858.8,WaferRoll
46,4,389.3,867.6,WaferRoll
46,5,1642.1,421.4,WaferRoll
46,6,445.8,658.6,WaferRoll
46,7,523.4,147.8,WaferRoll
47,1,525.1,433.1,WaferRoll
47,2,1596.2,676.2,WaferRoll
47,3,1399.7,327.4,WaferRoll
47,4,673.9,335.1,WaferRoll
47,5,1444.4,935.2,WaferRoll
47,6,610.4,427.2,WaferRoll
47,7,1061.6,727.8,WaferRoll
47,8,594.3,687.8,WaferRoll
48,1,690.0,150.7,Caprice
48,2,1879.7,416.8,Caprice
48,3,1493.6,243.2,Caprice
48,4,1728.3,527.9,Caprice
48,5,1595.2,764.2,Caprice
48,6,1730.2,289.4,Caprice
48,7,1386.1,338.9,Caprice
48,8,515.5,460.1,Caprice
49,1,1457.9,454.8,Caprice
49,2,534.0,725.6,Caprice
49,3,514.6,688.4,Caprice
49,4,1470.2,204.0,Caprice
49,5,728.6,578.1,Caprice
49,6,1462.5,642.9,Caprice
49,7,639.0,331.9,Caprice
50,1,420.2,910.1,WaferRoll
50,2,1636.8,604.3,WaferRoll
50,3,603.3,749.5,WaferRoll
50,4,1667.6,230.6,WaferRoll
50,5,1693.2,333.1,WaferRoll
50,6,1715.2,250.2,WaferRoll
50,7,1644.7,859.8,WaferRoll
50,8,302.4,533.6,WaferRoll
51,1,559.9,294.8,Caprice
51,2,1348.7,180.6,Caprice
51,3,1376.6,829.5,Caprice
51,4,1553.1,708.8,Caprice
51,5,345.9,703.9,Caprice
51,6,577.6,719.2,Caprice
51,7,1922.5,585.4,Caprice
51,8,1453.4,992.3,Caprice
51,9,1589.1,229.0,Caprice
52,1,1494.9,96.4,WaferRoll
52,2,329.5,280.4,WaferRoll
52,3,517.2,888.6,WaferRoll
52,4,1449.1,567.0,WaferRoll
52,5,1356.1,420.2,WaferRoll
52,6,1601.2,789.1,WaferRoll
52,7,1607.8,729.3,WaferRoll
52,8,297.9,23.3,WaferRoll
52,9,651.9,752.5,WaferRoll
53,1,311.8,221.3,Caprice
53,2,1557.3,830.0,Caprice
53,3,1574.3,888.4,Caprice
53,4,1855.6,390.3,Caprice
53,5,758.1,625.3,Caprice
53,6,1553.5,833.1,Caprice
53,7,523.0,436.2,Caprice
53,8,644.3,287.3,Caprice
53,9,1399.9,536.7,Caprice
53,10,1696.3,813.3,Caprice
54,1,520.2,635.6,Caprice
54,2,1401.0,584.7,Caprice
54,3,1594.1,721.3,Caprice
54,4,1471.4,828.3,Caprice
54,5,681.9,357.7,Caprice
54,6,1545.7,210.8,Caprice
54,7,528.5,588.9,Caprice
54,8,1648.6,419.3,Caprice
54,9,1459.3,775.0,Caprice
54,10,406.7,759.2,Caprice
55,1,1355.4,350.9,WaferRoll
55,2,1903.2,488.9,WaferRoll
55,3,381.4,154.8,WaferRoll
55,4,477.8,742.4,WaferRoll
55,5,1116.7,438.7,WaferRoll
55,6,537.8,735.2,WaferRoll
55,7,714.3,260.4,WaferRoll
56,1,1412.0,709.0,Caprice
56,2,544.6,354.8,Caprice
56,3,686.7,188.2,Caprice
56,4,1492.0,941.0,Caprice
56,5,437.2,884.1,Caprice
56,6,1564.0,341.3,Caprice
56,7,537.6,675.1,Caprice
57,1,350.2,478.4,Caprice
57,2,465.8,147.0,Caprice
57,3,495.6,695.9,Caprice
57,4,1418.4,341.1,Caprice
57,5,1565.5,657.7,Caprice
57,6,1279.9,463.2,Caprice
57,7,1629.0,593.6,Caprice
57,8,1533.5,857.5,Caprice
58,1,1477.4,825.2,WaferRoll
58,2,247.9,825.2,WaferRoll
58,3,518.8,723.4,WaferRoll
58,4,529.9,256.3,WaferRoll
58,5,542.5,332.7,WaferRoll
58,6,1385.4,750.1,WaferRoll
58,7,1681.6,326.0,WaferRoll
58,8,555.4,592.9,WaferRoll
59,1,1268.1,442.3,Caprice
59,2,400.3,705.0,Caprice
59,3,1285.8,728.5,Caprice
59,4,1240.4,232.5,Caprice
59,5,1502.2,844.2,Caprice
59,6,595.9,552.6,Caprice
59,7,1335.1,667.4,Caprice
59,8,1712.8,199.8,Caprice
60,1,1607.6,316.8,Caprice
60,2,1497.5,293.5,Caprice
60,3,1349.8,373.4,Caprice
60,4,608.8,514.2,Caprice
60,5,501.7,841.8,Caprice
60,6,617.2,791.4,Caprice
60,7,1189.7,880.3,Caprice
61,1,435.2,340.4,Caprice
61,2,572.0,702.2,Caprice
61,3,1461.4,457.2,Caprice
61,4,503.8,879.1,Caprice
61,5,1469.4,369.9,Caprice
61,6,1732.0,631.5,Caprice
62,1,247.0,673.3,Caprice
62,2,465.8,355.3,Caprice
62,3,1446.8,715.3,Caprice
62,4,557.4,0.0,Caprice
62,5,674.3,599.4,Caprice
62,6,1352.4,302.9,Caprice
62,7,592.3,840.9,Caprice
62,8,1489.5,616.7,Caprice
63,1,1578.1,362.7,Caprice
63,2,382.6,358.7,Caprice
63,3,428.0,530.5,Caprice
63,4,1487.9,382.4,Caprice
63,5,1683.7,599.6,Caprice
63,6,1851.5,461.5,Caprice
64,1,263.4,733.4,WaferRoll
64,2,1805.1,804.2,WaferRoll
64,3,1688.4,436.2,WaferRoll
64,4,465.0,289.3,WaferRoll
64,5,608.4,736.5,WaferRoll
64,6,469.4,290.4,WaferRoll
64,7,1374.7,618.5,WaferRoll
64,8,1405.2,852.2,WaferRoll
65,1,609.2,288.4,Caprice
65,2,1764.3,501.6,Caprice
65,3,1727.5,675.2,Caprice
65,4,586.8,516.9,Caprice
65,5,559.7,774.3,Caprice
65,6,1469.1,666.7,Caprice
66,1,552.9,736.8,Caprice
66,2,260.7,689.3,Caprice
66,3,518.4,720.3,Caprice
66,4,412.4,367.9,Caprice
66,5,1316.7,234.1,Caprice
66,6,1836.6,378.9,Caprice
67,1,1822.9,439.9,WaferRoll
67,2,1257.6,856.7,WaferRoll
67,3,1246.1,508.9,WaferRoll
67,4,367.1,800.2,WaferRoll
67,5,423.6,308.8,WaferRoll
67,6,506.1,586.8,WaferRoll
67,7,1705.6,685.4,WaferRoll
67,8,475.6,305.1,WaferRoll
67,9,1584.9,567.8,WaferRoll
68,1,1692.9,312.5,Caprice
68,2,474.8,255.8,Caprice
68,3,1448.6,401.1,Caprice
68,4,1727.8,542.1,Caprice
68,5,620.4,770.1,Caprice
68,6,1565.5,247.1,Caprice
68,7,1511.8,512.7,Caprice
69,1,360.8,236.0,Caprice
69,2,563.1,207.5,Caprice
69,3,1728.8,324.2,Caprice
69,4,1323.6,412.6,Caprice
69,5,55.9,226.3,Caprice
69,6,642.1,568.2,Caprice
69,7,1413.4,402.0,Caprice
69,8,617.3,532.8,Caprice
70,1,1506.2,554.6,WaferRoll
70,2,495.5,904.3,WaferRoll
70,3,1808.6,240.1,WaferRoll
70,4,1662.3,258.0,WaferRoll
70,5,900.0,800.5,WaferRoll
70,6,1563.2,703.8,WaferRoll
71,1,1388.8,669.9,Caprice
71,2,1936.5,444.4,Caprice
71,3,1849.7,365.3,Caprice
71,4,1453.6,236.0,Caprice
71,5,1718.1,343.8,Caprice
71,6,458.1,428.6,Caprice
71,7,1432.6,653.4,Caprice
71,8,595.5,292.0,Caprice
71,9,386.5,411.8,Caprice
71,10,1796.5,484.1,Caprice
72,1,1530.4,818.3,Caprice
72,2,1512.5,333.6,Caprice
72,3,702.4,750.4,Caprice
72,4,700.0,839.6,Caprice
72,5,718.6,941.4,Caprice
72,6,476.1,585.1,Caprice
72,7,1433.1,290.0,Caprice
72,8,1303.3,400.7,Caprice
72,9,1214.9,858.0,Caprice
73,1,1270.0,314.3,WaferRoll
73,2,1867.3,624.9,WaferRoll
73,3,1677.5,444.8,WaferRoll
73,4,585.4,103.2,WaferRoll
73,5,1516.5,596.2,WaferRoll
73,6,1458.2,201.8,WaferRoll
73,7,859.8,436.8,WaferRoll
74,1,1777.8,598.2,WaferRoll
74,2,648.3,794.3,WaferRoll
74,3,1455.1,144.9,WaferRoll
74,4,551.2,215.5,WaferRoll
74,5,666.4,471.4,WaferRoll
74,6,1343.9,269.9,WaferRoll
74,7,1502.3,697.6,WaferRoll
74,8,1324.0,401.7,WaferRoll
74,9,497.9,253.1,WaferRoll
75,1,1012.6,461.0,Caprice
75,2,1078.5,227.7,Caprice
75,3,718.1,654.5,Caprice
75,4,1485.6,212.5,Caprice
75,5,1386.4,462.8,Caprice
75,6,1631.4,482.2,Caprice
75,7,1725.2,596.7,Caprice
75,8,515.6,707.6,Caprice
75,9,1380.4,297.0,Caprice
75,10,1943.1,372.0,Caprice
76,1,490.5,148.9,WaferRoll
76,2,608.3,778.0,WaferRoll
76,3,1324.4,887.3,WaferRoll
76,4,820.0,599.3,WaferRoll
76,5,1513.1,308.6,WaferRoll
76,6,1427.7,800.8,WaferRoll
76,7,1126.8,10.5,WaferRoll
77,1,1286.7,592.5,Caprice
77,2,1533.3,379.6,Caprice
77,3,485.4,315.6,Caprice
77,4,1714.6,439.5,Caprice
77,5,585.1,703.1,Caprice
77,6,433.6,169.7,Caprice
77,7,1758.3,408.0,Caprice
77,8,282.5,455.6,Caprice
77,9,1909.1,419.2,Caprice
77,10,328.4,766.0,Caprice
78,1,1273.0,90.9,Caprice
78,2,1589.3,699.1,Caprice
78,3,1132.1,180.9,Caprice
78,4,1814.0,542.9,Caprice
78,5,1477.2,652.4,Caprice
78,6,637.6,262.2,Caprice
78,7,1505.1,548.2,Caprice
78,8,298.2,726.6,Caprice
79,1,1622.6,557.3,Caprice
79,2,655.3,927.3,Caprice
79,3,1491.5,561.1,Caprice
79,4,1828.4,271.3,Caprice
79,5,772.8,933.4,Caprice
79,6,380.6,668.1,Caprice
79,7,1706.4,299.1,Caprice
79,8,1522.3,700.3,Caprice
79,9,1396.5,506.0,Caprice
80,1,1448.3,357.9,WaferRoll
80,2,1665.3,669.9,WaferRoll
80,3,1316.0,469.0,WaferRoll
80,4,1499.6,608.5,WaferRoll
80,5,303.3,326.4,WaferRoll
80,6,381.3,838.1,WaferRoll
80,7,1540.1,662.5,WaferRoll
81,1,552.8,875.2,WaferRoll
81,2,642.8,377.2,WaferRoll
81,3,396.9,660.3,WaferRoll
81,4,1419.8,512.4,WaferRoll
81,5,597.0,667.6,WaferRoll
81,6,1532.0,394.6,WaferRoll
81,7,1490.9,829.2,WaferRoll
81,8,1423.8,627.0,WaferRoll
82,1,485.6,344.8,Caprice
82,2,551.2,693.3,Caprice
82,3,1371.5,82.5,Caprice
82,4,658.2,292.7,Caprice
82,5,1396.1,276.9,Caprice
82,6,1351.6,305.7,Caprice
83,1,0.9,600.9,Caprice
83,2,1762.7,681.0,Caprice
83,3,1550.0,705.5,Caprice
83,4,327.4,857.3,Caprice
83,5,423.4,216.9,Caprice
83,6,333.3,176.3,Caprice
83,7,455.7,518.5,Caprice
83,8,649.8,279.4,Caprice
83,9,308.5,289.8,Caprice
84,1,1827.7,448.8,WaferRoll
84,2,1436.0,947.0,WaferRoll
84,3,1501.2,302.9,WaferRoll
84,4,1541.3,210.4,WaferRoll
84,5,841.4,372.8,WaferRoll
84,6,428.6,770.0,WaferRoll
85,1,456.4,814.1,WaferRoll
85,2,401.4,369.3,WaferRoll
85,3,1400.9,120.5,WaferRoll
85,4,1530.6,809.4,WaferRoll
85,5,531.4,823.1,WaferRoll
85,6,1756.5,690.8,WaferRoll
85,7,1518.1,869.4,WaferRoll
85,8,1607.8,478.7,WaferRoll
85,9,1474.6,0.0,WaferRoll
85,10,640.2,484.1,WaferRoll
86,1,1427.0,257.5,WaferRoll
86,2,1469.4,331.9,WaferRoll
86,3,651.2,730.2,WaferRoll
86,4,1444.8,737.9,WaferRoll
86,5,1188.2,871.8,WaferRoll
86,6,336.0,510.9,WaferRoll
86,7,1159.0,242.8,WaferRoll
86,8,1680.6,353.6,WaferRoll
86,9,486.8,368.8,WaferRoll
86,10,410.7,835.0,WaferRoll
87,1,496.1,999.0,WaferRoll
87,2,1438.2,285.3,WaferRoll
87,3,1737.8,428.1,WaferRoll
87,4,776.9,269.7,WaferRoll
87,5,569.8,914.9,WaferRoll
87,6,406.6,999.0,WaferRoll
87,7,1536.1,366.1,WaferRoll
88,1,1709.1,602.7,WaferRoll
88,2,469.9,798.4,WaferRoll
88,3,1619.2,366.2,WaferRoll
88,4,437.9,751.0,WaferRoll
88,5,1301.5,232.3,WaferRoll
88,6,1400.0,136.2,WaferRoll
88,7,1597.4,734.1,WaferRoll
88,8,1999.0,381.2,WaferRoll
88,9,510.1,329.1,WaferRoll
88,10,813.8,780.8,WaferRoll
89,1,456.1,541.8,WaferRoll
89,2,514.4,850.4,WaferRoll
89,3,1142.0,449.4,WaferRoll
89,4,1375.5,481.2,WaferRoll
89,5,443.8,223.5,WaferRoll
89,6,1653.2,237.7,WaferRoll
90,1,1455.5,327.1,Caprice
90,2,1734.5,534.3,Caprice
90,3,1563.2,396.7,Caprice
90,4,1258.8,976.3,Caprice
90,5,576.0,650.1,Caprice
90,6,605.7,315.8,Caprice
90,7,635.8,386.7,Caprice
90,8,424.1,591.7,Caprice
91,1,1413.8,207.7,Caprice
91,2,1544.9,639.2,Caprice
91,3,598.2,81.3,Caprice
91,4,1594.7,949.7,Caprice
91,5,1616.8,528.4,Caprice
91,6,1516.5,807.5,Caprice
91,7,1334.5,148.8,Caprice
91,8,580.5,728.9,Caprice
91,9,1558.0,208.7,Caprice
91,10,1523.2,872.5,Caprice
92,1,1396.6,58.7,WaferRoll
92,2,544.3,805.2,WaferRoll
92,3,618.6,271.9,WaferRoll
92,4,578.8,540.7,WaferRoll
92,5,1347.3,645.7,WaferRoll
92,6,1650.6,861.7,WaferRoll
92,7,711.7,10.8,WaferRoll
92,8,1530.3,676.6,WaferRoll
93,1,1459.6,750.1,WaferRoll
93,2,1706.8,316.6,WaferRoll
93,3,530.1,805.4,WaferRoll
93,4,652.0,272.4,WaferRoll
93,5,603.9,999.0,WaferRoll
93,6,1571.4,243.1,WaferRoll
93,7,326.4,642.7,WaferRoll
94,1,531.5,449.4,WaferRoll
94,2,1609.7,585.4,WaferRoll
94,3,346.3,666.8,WaferRoll
94,4,1508.9,686.0,WaferRoll
94,5,1942.0,125.4,WaferRoll
94,6,660.7,164.3,WaferRoll
94,7,207.3,333.2,WaferRoll
94,8,525.5,261.5,WaferRoll
94,9,1425.6,274.8,WaferRoll
